Model_Segment	Parameter	Date	Obsrvd	Prdctd
6_N_MTB	CHLA (ug/L)	5/15/2015	2.92	5.984
6_N_MTB	CHLA (ug/L)	6/15/2015	5.52	6.954
6_N_MTB	CHLA (ug/L)	7/15/2015	7.72	9.344
6_N_MTB	CHLA (ug/L)	8/15/2015	5.7	11.169
6_N_MTB	CHLA (ug/L)	9/15/2015	8.12	10.131
6_N_MTB	CHLA (ug/L)	10/15/2015	15.38	7.489
6_N_MTB	CHLA (ug/L)	11/15/2015	7.38	5.942
6_N_MTB	CHLA (ug/L)	12/15/2015	6	4.376
6_N_MTB	CHLA (ug/L)	1/15/2016	5.8	3.291
6_N_MTB	CHLA (ug/L)	2/15/2016	3.12	3.377
6_N_MTB	CHLA (ug/L)	3/15/2016	2.46	4.267
6_N_MTB	CHLA (ug/L)	4/15/2016	2.35	5.612
6_N_MTB	CHLA (ug/L)	5/15/2016	2.46	6.241
6_N_MTB	CHLA (ug/L)	6/15/2016	15.06	7.673
6_N_MTB	CHLA (ug/L)	7/15/2016	7.56	9.522
6_N_MTB	CHLA (ug/L)	8/15/2016	9.7	10.86
6_N_MTB	CHLA (ug/L)	9/15/2016	5.8	10.162
6_N_MTB	CHLA (ug/L)	10/15/2016	13.24	7.719
6_N_MTB	CHLA (ug/L)	11/15/2016	9.04	6.038
6_N_MTB	CHLA (ug/L)	12/15/2016	5.16	4.391
7_C_MTB	CHLA (ug/L)	2/15/2005	3.517	2.814
7_C_MTB	CHLA (ug/L)	3/15/2005	4.167	3.378
7_C_MTB	CHLA (ug/L)	4/15/2005	6.383	4.762
7_C_MTB	CHLA (ug/L)	5/15/2005	4.317	5.343
7_C_MTB	CHLA (ug/L)	6/15/2005	6.6	6.846
7_C_MTB	CHLA (ug/L)	7/15/2005	15.5	8.806
7_C_MTB	CHLA (ug/L)	8/15/2005	7.4	9.068
7_C_MTB	CHLA (ug/L)	9/15/2005	7.533	8.178
7_C_MTB	CHLA (ug/L)	10/15/2005	12.25	6.291
7_C_MTB	CHLA (ug/L)	11/15/2005	5	4.91
7_C_MTB	CHLA (ug/L)	12/15/2005	4.233	3.577
7_C_MTB	CHLA (ug/L)	1/15/2006	2.25	3.13
7_C_MTB	CHLA (ug/L)	2/15/2006	1.692	2.912
7_C_MTB	CHLA (ug/L)	3/15/2006	3.983	3.304
7_C_MTB	CHLA (ug/L)	4/15/2006	4.65	4.502
7_C_MTB	CHLA (ug/L)	5/15/2006	3.217	4.852
7_C_MTB	CHLA (ug/L)	6/15/2006	3.617	5.887
7_C_MTB	CHLA (ug/L)	7/15/2006	3.683	8.868
7_C_MTB	CHLA (ug/L)	8/15/2006	5.1	9.586
7_C_MTB	CHLA (ug/L)	9/15/2006	13.817	8.609
7_C_MTB	CHLA (ug/L)	10/15/2006	7.867	6.34
7_C_MTB	CHLA (ug/L)	11/15/2006	3.95	4.657
7_C_MTB	CHLA (ug/L)	12/15/2006	2.95	3.444
7_C_MTB	CHLA (ug/L)	1/15/2007	3.883	2.777
7_C_MTB	CHLA (ug/L)	2/15/2007	2.433	2.311
7_C_MTB	CHLA (ug/L)	3/15/2007	3.767	2.885
7_C_MTB	CHLA (ug/L)	4/15/2007	4.433	5.605
7_C_MTB	CHLA (ug/L)	5/15/2007	3.983	6.377
7_C_MTB	CHLA (ug/L)	6/15/2007	3.333	6.157
7_C_MTB	CHLA (ug/L)	7/15/2007	7.733	7.623
7_C_MTB	CHLA (ug/L)	8/15/2007	7.567	8.456
7_C_MTB	CHLA (ug/L)	9/15/2007	8.617	7.543
7_C_MTB	CHLA (ug/L)	10/15/2007	7.717	5.84
7_C_MTB	CHLA (ug/L)	11/15/2007	4.5	4.452
7_C_MTB	CHLA (ug/L)	12/15/2007	4.617	3.356
7_C_MTB	CHLA (ug/L)	1/15/2008	2.317	2.524
7_C_MTB	CHLA (ug/L)	2/15/2008	2.333	2.794
7_C_MTB	CHLA (ug/L)	3/15/2008	3.45	3.923
7_C_MTB	CHLA (ug/L)	4/15/2008	3.65	5.317
7_C_MTB	CHLA (ug/L)	5/15/2008	3.2	5.246
7_C_MTB	CHLA (ug/L)	6/15/2008	4.38	6.201
7_C_MTB	CHLA (ug/L)	7/15/2008	5.767	7.92
7_C_MTB	CHLA (ug/L)	8/15/2008	6.625	8.54
7_C_MTB	CHLA (ug/L)	9/15/2008	4.317	7.525
7_C_MTB	CHLA (ug/L)	10/15/2008	8.317	5.356
7_C_MTB	CHLA (ug/L)	11/15/2008	3.18	4.253
7_C_MTB	CHLA (ug/L)	12/15/2008	2.2	3.169
7_C_MTB	CHLA (ug/L)	1/15/2009	2.45	2.2
7_C_MTB	CHLA (ug/L)	2/15/2009	1.933	2.047
7_C_MTB	CHLA (ug/L)	3/15/2009	2.7	2.74
7_C_MTB	CHLA (ug/L)	4/15/2009	3.2	4.008
7_C_MTB	CHLA (ug/L)	5/15/2009	3.05	5.32
7_C_MTB	CHLA (ug/L)	6/15/2009	6.917	6.783
7_C_MTB	CHLA (ug/L)	7/15/2009	10.45	8.754
7_C_MTB	CHLA (ug/L)	8/15/2009	9.917	9.464
7_C_MTB	CHLA (ug/L)	9/15/2009	9.083	8.519
7_C_MTB	CHLA (ug/L)	10/15/2009	7.05	6.489
7_C_MTB	CHLA (ug/L)	11/15/2009	6.267	4.979
7_C_MTB	CHLA (ug/L)	12/15/2009	3	3.884
7_C_MTB	CHLA (ug/L)	1/15/2010	2.617	3.243
7_C_MTB	CHLA (ug/L)	2/15/2010	1.683	2.953
7_C_MTB	CHLA (ug/L)	3/15/2010	1.267	3.993
7_C_MTB	CHLA (ug/L)	4/15/2010	3.4	5.384
7_C_MTB	CHLA (ug/L)	5/15/2010	7.05	5.527
7_C_MTB	CHLA (ug/L)	6/15/2010	6.667	6.415
7_C_MTB	CHLA (ug/L)	7/15/2010	7.767	8.16
7_C_MTB	CHLA (ug/L)	8/15/2010	14.575	8.797
7_C_MTB	CHLA (ug/L)	9/15/2010	5.758	7.957
7_C_MTB	CHLA (ug/L)	10/15/2010	7.167	6.026
7_C_MTB	CHLA (ug/L)	11/15/2010	8.483	4.497
7_C_MTB	CHLA (ug/L)	12/15/2010	2	2.887
7_C_MTB	CHLA (ug/L)	1/15/2011	2.425	2.878
7_C_MTB	CHLA (ug/L)	2/15/2011	2.617	2.79
7_C_MTB	CHLA (ug/L)	3/15/2011	2.808	3.413
7_C_MTB	CHLA (ug/L)	4/15/2011	4.617	5.081
7_C_MTB	CHLA (ug/L)	5/15/2011	5.025	5.358
7_C_MTB	CHLA (ug/L)	6/15/2011	9.867	6.094
7_C_MTB	CHLA (ug/L)	7/15/2011	8.64	7.833
7_C_MTB	CHLA (ug/L)	8/15/2011	12.133	8.742
7_C_MTB	CHLA (ug/L)	9/15/2011	15.65	7.954
7_C_MTB	CHLA (ug/L)	10/15/2011	8.883	6.027
7_C_MTB	CHLA (ug/L)	11/15/2011	8.175	4.897
7_C_MTB	CHLA (ug/L)	12/15/2011	1.842	3.571
7_C_MTB	CHLA (ug/L)	1/15/2012	1.942	2.782
7_C_MTB	CHLA (ug/L)	2/15/2012	2.283	2.824
7_C_MTB	CHLA (ug/L)	3/15/2012	4.642	3.237
7_C_MTB	CHLA (ug/L)	4/15/2012	2.217	4.254
7_C_MTB	CHLA (ug/L)	5/15/2012	3.25	4.8
7_C_MTB	CHLA (ug/L)	6/15/2012	3.933	6.011
7_C_MTB	CHLA (ug/L)	7/15/2012	7.167	8.135
7_C_MTB	CHLA (ug/L)	8/15/2012	13.367	9.48
7_C_MTB	CHLA (ug/L)	9/15/2012	20.567	8.525
7_C_MTB	CHLA (ug/L)	10/15/2012	12.3	6.411
7_C_MTB	CHLA (ug/L)	11/15/2012	6.35	4.614
7_C_MTB	CHLA (ug/L)	12/15/2012	4.242	3.487
7_C_MTB	CHLA (ug/L)	1/15/2013	3.3	2.667
7_C_MTB	CHLA (ug/L)	2/15/2013	2.575	2.254
7_C_MTB	CHLA (ug/L)	3/15/2013	2.908	3.115
7_C_MTB	CHLA (ug/L)	4/15/2013	4.833	4.726
7_C_MTB	CHLA (ug/L)	5/15/2013	7.483	5.113
7_C_MTB	CHLA (ug/L)	6/15/2013	6.6	6.298
7_C_MTB	CHLA (ug/L)	7/15/2013	8.9	8.342
7_C_MTB	CHLA (ug/L)	8/15/2013	10.733	9.388
7_C_MTB	CHLA (ug/L)	9/15/2013	10.833	8.478
7_C_MTB	CHLA (ug/L)	10/15/2013	9.517	6.362
7_C_MTB	CHLA (ug/L)	11/15/2013	5.3	4.792
7_C_MTB	CHLA (ug/L)	12/15/2013	4.025	3.429
7_C_MTB	CHLA (ug/L)	1/15/2014	3.458	2.603
7_C_MTB	CHLA (ug/L)	2/15/2014	3.458	2.727
7_C_MTB	CHLA (ug/L)	3/15/2014	4.225	3.5
7_C_MTB	CHLA (ug/L)	4/15/2014	2.942	4.764
7_C_MTB	CHLA (ug/L)	5/15/2014	4.067	5.191
7_C_MTB	CHLA (ug/L)	6/15/2014	4.27	6.205
7_C_MTB	CHLA (ug/L)	7/15/2014	6.817	8.009
7_C_MTB	CHLA (ug/L)	8/15/2014	12.667	8.555
7_C_MTB	CHLA (ug/L)	9/15/2014	15.267	7.997
7_C_MTB	CHLA (ug/L)	10/15/2014	8.717	6.374
7_C_MTB	CHLA (ug/L)	11/15/2014	5.25	4.922
7_C_MTB	CHLA (ug/L)	12/15/2014	4.183	3.748
7_C_MTB	CHLA (ug/L)	1/15/2015	4.317	2.982
7_C_MTB	CHLA (ug/L)	2/15/2015	3.108	2.713
7_C_MTB	CHLA (ug/L)	3/15/2015	4.633	3.584
7_C_MTB	CHLA (ug/L)	4/15/2015	5.333	4.811
7_C_MTB	CHLA (ug/L)	5/15/2015	4.167	5.131
7_C_MTB	CHLA (ug/L)	6/15/2015	6.083	5.916
7_C_MTB	CHLA (ug/L)	7/15/2015	5.85	7.965
7_C_MTB	CHLA (ug/L)	8/15/2015	11.683	9.495
7_C_MTB	CHLA (ug/L)	9/15/2015	50.433	8.62
7_C_MTB	CHLA (ug/L)	10/15/2015	8	6.359
7_C_MTB	CHLA (ug/L)	11/15/2015	6.15	5.05
7_C_MTB	CHLA (ug/L)	12/15/2015	6.383	3.726
7_C_MTB	CHLA (ug/L)	1/15/2016	4.95	2.766
7_C_MTB	CHLA (ug/L)	2/15/2016	3	2.84
7_C_MTB	CHLA (ug/L)	3/15/2016	2.383	3.634
7_C_MTB	CHLA (ug/L)	4/15/2016	2.95	4.783
7_C_MTB	CHLA (ug/L)	5/15/2016	3.083	5.353
7_C_MTB	CHLA (ug/L)	6/15/2016	9.9	6.532
7_C_MTB	CHLA (ug/L)	7/15/2016	5.533	8.089
7_C_MTB	CHLA (ug/L)	8/15/2016	6	9.239
7_C_MTB	CHLA (ug/L)	9/15/2016	9.717	8.623
7_C_MTB	CHLA (ug/L)	10/15/2016	8	6.5
7_C_MTB	CHLA (ug/L)	11/15/2016	5.083	5.122
7_C_MTB	CHLA (ug/L)	12/15/2016	3.58	3.757
8_S_MTB	CHLA (ug/L)	2/15/2005	1.2	2.3
8_S_MTB	CHLA (ug/L)	3/15/2005	2.033	2.675
8_S_MTB	CHLA (ug/L)	4/15/2005	3.867	3.657
8_S_MTB	CHLA (ug/L)	5/15/2005	2.45	4.077
8_S_MTB	CHLA (ug/L)	6/15/2005	7.4	5.125
8_S_MTB	CHLA (ug/L)	7/15/2005	7.033	6.844
8_S_MTB	CHLA (ug/L)	8/15/2005	4.133	6.809
8_S_MTB	CHLA (ug/L)	9/15/2005	4.067	6.645
8_S_MTB	CHLA (ug/L)	10/15/2005	10.367	4.898
8_S_MTB	CHLA (ug/L)	11/15/2005	2.333	3.798
8_S_MTB	CHLA (ug/L)	12/15/2005	2.9	2.733
8_S_MTB	CHLA (ug/L)	1/15/2006	1.967	2.52
8_S_MTB	CHLA (ug/L)	2/15/2006	0.55	2.203
8_S_MTB	CHLA (ug/L)	3/15/2006	2.7	2.528
8_S_MTB	CHLA (ug/L)	4/15/2006	3.033	3.517
8_S_MTB	CHLA (ug/L)	5/15/2006	1.9	3.72
8_S_MTB	CHLA (ug/L)	6/15/2006	3.8	4.429
8_S_MTB	CHLA (ug/L)	7/15/2006	2.6	6.581
8_S_MTB	CHLA (ug/L)	8/15/2006	4.9	7.037
8_S_MTB	CHLA (ug/L)	9/15/2006	9.367	6.657
8_S_MTB	CHLA (ug/L)	10/15/2006	7.467	4.867
8_S_MTB	CHLA (ug/L)	11/15/2006	2.433	3.427
8_S_MTB	CHLA (ug/L)	12/15/2006	2.8	2.487
8_S_MTB	CHLA (ug/L)	1/15/2007	3.3	2.057
8_S_MTB	CHLA (ug/L)	2/15/2007	1.933	1.676
8_S_MTB	CHLA (ug/L)	3/15/2007	3.667	2.262
8_S_MTB	CHLA (ug/L)	4/15/2007	2.533	5.562
8_S_MTB	CHLA (ug/L)	5/15/2007	1.2	5.305
8_S_MTB	CHLA (ug/L)	6/15/2007	2	4.565
8_S_MTB	CHLA (ug/L)	7/15/2007	3.633	5.687
8_S_MTB	CHLA (ug/L)	8/15/2007	5.767	6.304
8_S_MTB	CHLA (ug/L)	9/15/2007	8.467	5.45
8_S_MTB	CHLA (ug/L)	10/15/2007	3.4	4.194
8_S_MTB	CHLA (ug/L)	11/15/2007	3.233	3.18
8_S_MTB	CHLA (ug/L)	12/15/2007	1.8	2.514
8_S_MTB	CHLA (ug/L)	1/15/2008	1.7	1.849
8_S_MTB	CHLA (ug/L)	2/15/2008	1.933	2.362
8_S_MTB	CHLA (ug/L)	3/15/2008	2.167	3.489
8_S_MTB	CHLA (ug/L)	4/15/2008	1.167	4.127
8_S_MTB	CHLA (ug/L)	5/15/2008	2.633	3.987
8_S_MTB	CHLA (ug/L)	6/15/2008	5.667	4.854
8_S_MTB	CHLA (ug/L)	7/15/2008	4.167	5.811
8_S_MTB	CHLA (ug/L)	8/15/2008	3.333	6.182
8_S_MTB	CHLA (ug/L)	9/15/2008	2.567	5.496
8_S_MTB	CHLA (ug/L)	10/15/2008	6.4	3.903
8_S_MTB	CHLA (ug/L)	11/15/2008	2	2.996
8_S_MTB	CHLA (ug/L)	12/15/2008	1.267	2.203
8_S_MTB	CHLA (ug/L)	1/15/2009	1.433	1.468
8_S_MTB	CHLA (ug/L)	2/15/2009	1.6	1.475
8_S_MTB	CHLA (ug/L)	3/15/2009	1.733	2.018
8_S_MTB	CHLA (ug/L)	4/15/2009	1.8	2.902
8_S_MTB	CHLA (ug/L)	5/15/2009	2.867	4.252
8_S_MTB	CHLA (ug/L)	6/15/2009	5.633	5.29
8_S_MTB	CHLA (ug/L)	7/15/2009	8	6.897
8_S_MTB	CHLA (ug/L)	8/15/2009	9.533	7.511
8_S_MTB	CHLA (ug/L)	9/15/2009	3.833	6.513
8_S_MTB	CHLA (ug/L)	10/15/2009	6.433	5.128
8_S_MTB	CHLA (ug/L)	11/15/2009	2.567	4.041
8_S_MTB	CHLA (ug/L)	12/15/2009	3.967	3.241
8_S_MTB	CHLA (ug/L)	1/15/2010	1.567	2.585
8_S_MTB	CHLA (ug/L)	2/15/2010	1.333	2.309
8_S_MTB	CHLA (ug/L)	3/15/2010	1.267	3.201
8_S_MTB	CHLA (ug/L)	4/15/2010	4.5	4.112
8_S_MTB	CHLA (ug/L)	5/15/2010	5.833	4.242
8_S_MTB	CHLA (ug/L)	6/15/2010	3.2	5.065
8_S_MTB	CHLA (ug/L)	7/15/2010	4.5	6.196
8_S_MTB	CHLA (ug/L)	8/15/2010	14.533	6.557
8_S_MTB	CHLA (ug/L)	9/15/2010	5.033	6.005
8_S_MTB	CHLA (ug/L)	10/15/2010	5.533	4.637
8_S_MTB	CHLA (ug/L)	11/15/2010	5	3.326
8_S_MTB	CHLA (ug/L)	12/15/2010	1.55	2.08
8_S_MTB	CHLA (ug/L)	1/15/2011	1.55	2.214
8_S_MTB	CHLA (ug/L)	2/15/2011	2.833	2.368
8_S_MTB	CHLA (ug/L)	3/15/2011	1.55	2.907
8_S_MTB	CHLA (ug/L)	4/15/2011	2.933	3.99
8_S_MTB	CHLA (ug/L)	5/15/2011	2.267	4.13
8_S_MTB	CHLA (ug/L)	6/15/2011	8.6	4.715
8_S_MTB	CHLA (ug/L)	7/15/2011	10.767	5.863
8_S_MTB	CHLA (ug/L)	8/15/2011	7.667	6.343
8_S_MTB	CHLA (ug/L)	9/15/2011	14.567	5.732
8_S_MTB	CHLA (ug/L)	10/15/2011	5.267	4.424
8_S_MTB	CHLA (ug/L)	11/15/2011	4.7	3.644
8_S_MTB	CHLA (ug/L)	12/15/2011	1.55	2.739
8_S_MTB	CHLA (ug/L)	1/15/2012	1.55	2.263
8_S_MTB	CHLA (ug/L)	2/15/2012	1.55	2.531
8_S_MTB	CHLA (ug/L)	3/15/2012	2.783	2.676
8_S_MTB	CHLA (ug/L)	4/15/2012	1.55	3.272
8_S_MTB	CHLA (ug/L)	5/15/2012	1.55	3.704
8_S_MTB	CHLA (ug/L)	6/15/2012	1.55	4.425
8_S_MTB	CHLA (ug/L)	7/15/2012	7.433	5.847
8_S_MTB	CHLA (ug/L)	8/15/2012	12.5	6.864
8_S_MTB	CHLA (ug/L)	9/15/2012	11.233	6.217
8_S_MTB	CHLA (ug/L)	10/15/2012	8.467	4.578
8_S_MTB	CHLA (ug/L)	11/15/2012	5.867	3.292
8_S_MTB	CHLA (ug/L)	12/15/2012	2.75	2.676
8_S_MTB	CHLA (ug/L)	1/15/2013	3.733	2.16
8_S_MTB	CHLA (ug/L)	2/15/2013	2.133	1.894
8_S_MTB	CHLA (ug/L)	3/15/2013	1.55	2.553
8_S_MTB	CHLA (ug/L)	4/15/2013	2.717	3.745
8_S_MTB	CHLA (ug/L)	5/15/2013	7.967	3.946
8_S_MTB	CHLA (ug/L)	6/15/2013	5.8	4.686
8_S_MTB	CHLA (ug/L)	7/15/2013	4.733	6.113
8_S_MTB	CHLA (ug/L)	8/15/2013	6.467	6.894
8_S_MTB	CHLA (ug/L)	9/15/2013	4.533	6.258
8_S_MTB	CHLA (ug/L)	10/15/2013	4.5	4.749
8_S_MTB	CHLA (ug/L)	11/15/2013	4.233	3.617
8_S_MTB	CHLA (ug/L)	12/15/2013	6.933	2.689
8_S_MTB	CHLA (ug/L)	1/15/2014	1.55	1.998
8_S_MTB	CHLA (ug/L)	2/15/2014	2.633	2.219
8_S_MTB	CHLA (ug/L)	3/15/2014	3.467	2.878
8_S_MTB	CHLA (ug/L)	4/15/2014	2.067	3.742
8_S_MTB	CHLA (ug/L)	5/15/2014	2.167	4.046
8_S_MTB	CHLA (ug/L)	6/15/2014	3.333	4.769
8_S_MTB	CHLA (ug/L)	7/15/2014	5.067	5.937
8_S_MTB	CHLA (ug/L)	8/15/2014	7.833	6.295
8_S_MTB	CHLA (ug/L)	9/15/2014	5.3	5.878
8_S_MTB	CHLA (ug/L)	10/15/2014	6.6	4.742
8_S_MTB	CHLA (ug/L)	11/15/2014	4.1	3.663
8_S_MTB	CHLA (ug/L)	12/15/2014	2.4	2.825
8_S_MTB	CHLA (ug/L)	1/15/2015	2.983	2.256
8_S_MTB	CHLA (ug/L)	2/15/2015	3.1	2.08
8_S_MTB	CHLA (ug/L)	4/15/2015	2.733	3.737
8_S_MTB	CHLA (ug/L)	5/15/2015	3.767	3.908
8_S_MTB	CHLA (ug/L)	6/15/2015	2.533	4.307
8_S_MTB	CHLA (ug/L)	7/15/2015	4.367	5.748
8_S_MTB	CHLA (ug/L)	8/15/2015	8.967	6.827
8_S_MTB	CHLA (ug/L)	9/15/2015	11.167	6.312
8_S_MTB	CHLA (ug/L)	10/15/2015	4.6	4.751
8_S_MTB	CHLA (ug/L)	11/15/2015	4.5	3.832
8_S_MTB	CHLA (ug/L)	12/15/2015	5.267	2.878
8_S_MTB	CHLA (ug/L)	1/15/2016	3.7	2.056
8_S_MTB	CHLA (ug/L)	2/15/2016	2.367	2.178
8_S_MTB	CHLA (ug/L)	3/15/2016	2.733	2.904
8_S_MTB	CHLA (ug/L)	4/15/2016	2.1	3.681
8_S_MTB	CHLA (ug/L)	5/15/2016	1.567	4.18
8_S_MTB	CHLA (ug/L)	6/15/2016	3.567	4.988
8_S_MTB	CHLA (ug/L)	7/15/2016	3.933	5.988
8_S_MTB	CHLA (ug/L)	8/15/2016	2.567	6.815
8_S_MTB	CHLA (ug/L)	9/15/2016	6.8	6.354
8_S_MTB	CHLA (ug/L)	10/15/2016	4.067	4.778
8_S_MTB	CHLA (ug/L)	11/15/2016	2.8	3.859
8_S_MTB	CHLA (ug/L)	12/15/2016	1.933	2.956
9_N_LTB	CHLA (ug/L)	2/15/2005	2.65	2.268
9_N_LTB	CHLA (ug/L)	3/15/2005	3.5	2.493
9_N_LTB	CHLA (ug/L)	4/15/2005	5.033	3.283
9_N_LTB	CHLA (ug/L)	5/15/2005	3.233	3.523
9_N_LTB	CHLA (ug/L)	6/15/2005	10.417	4.438
9_N_LTB	CHLA (ug/L)	7/15/2005	11.167	6.833
9_N_LTB	CHLA (ug/L)	8/15/2005	4.45	5.865
9_N_LTB	CHLA (ug/L)	9/15/2005	7.067	6.66
9_N_LTB	CHLA (ug/L)	10/15/2005	8.833	4.348
9_N_LTB	CHLA (ug/L)	11/15/2005	4.917	3.582
9_N_LTB	CHLA (ug/L)	12/15/2005	2.917	2.367
9_N_LTB	CHLA (ug/L)	1/15/2006	2.033	2.163
9_N_LTB	CHLA (ug/L)	2/15/2006	0.958	1.694
9_N_LTB	CHLA (ug/L)	3/15/2006	2.65	2.12
9_N_LTB	CHLA (ug/L)	4/15/2006	3.433	3.189
9_N_LTB	CHLA (ug/L)	5/15/2006	2.775	3.307
9_N_LTB	CHLA (ug/L)	6/15/2006	5.283	4.025
9_N_LTB	CHLA (ug/L)	7/15/2006	5.033	5.891
9_N_LTB	CHLA (ug/L)	8/15/2006	6.367	5.652
9_N_LTB	CHLA (ug/L)	9/15/2006	7.617	6.154
9_N_LTB	CHLA (ug/L)	10/15/2006	5.683	4.396
9_N_LTB	CHLA (ug/L)	11/15/2006	2.333	2.685
9_N_LTB	CHLA (ug/L)	12/15/2006	2.933	1.792
9_N_LTB	CHLA (ug/L)	1/15/2007	2.967	1.534
9_N_LTB	CHLA (ug/L)	2/15/2007	1.6	1.178
9_N_LTB	CHLA (ug/L)	3/15/2007	2.467	1.988
9_N_LTB	CHLA (ug/L)	4/15/2007	1.933	6.555
9_N_LTB	CHLA (ug/L)	5/15/2007	2.3	4.825
9_N_LTB	CHLA (ug/L)	6/15/2007	4.45	3.779
9_N_LTB	CHLA (ug/L)	7/15/2007	4.967	4.766
9_N_LTB	CHLA (ug/L)	8/15/2007	6.9	5.146
9_N_LTB	CHLA (ug/L)	9/15/2007	8.517	4.03
9_N_LTB	CHLA (ug/L)	10/15/2007	3.583	3.078
9_N_LTB	CHLA (ug/L)	11/15/2007	2.9	2.289
9_N_LTB	CHLA (ug/L)	12/15/2007	1.017	1.98
9_N_LTB	CHLA (ug/L)	1/15/2008	2.083	1.348
9_N_LTB	CHLA (ug/L)	2/15/2008	2.183	2.129
9_N_LTB	CHLA (ug/L)	3/15/2008	2.083	3.473
9_N_LTB	CHLA (ug/L)	4/15/2008	1.733	3.382
9_N_LTB	CHLA (ug/L)	5/15/2008	4.4	3.398
9_N_LTB	CHLA (ug/L)	6/15/2008	5.933	4.477
9_N_LTB	CHLA (ug/L)	7/15/2008	3.933	4.527
9_N_LTB	CHLA (ug/L)	8/15/2008	3.1	4.659
9_N_LTB	CHLA (ug/L)	9/15/2008	2.95	4.231
9_N_LTB	CHLA (ug/L)	10/15/2008	5.65	3.044
9_N_LTB	CHLA (ug/L)	11/15/2008	1.733	2.035
9_N_LTB	CHLA (ug/L)	12/15/2008	1.55	1.391
9_N_LTB	CHLA (ug/L)	1/15/2009	1.617	0.943
9_N_LTB	CHLA (ug/L)	2/15/2009	1.65	1.135
9_N_LTB	CHLA (ug/L)	3/15/2009	1.917	1.538
9_N_LTB	CHLA (ug/L)	4/15/2009	1.983	2.297
9_N_LTB	CHLA (ug/L)	5/15/2009	2.733	4.011
9_N_LTB	CHLA (ug/L)	6/15/2009	6.267	4.759
9_N_LTB	CHLA (ug/L)	7/15/2009	8.333	6.585
9_N_LTB	CHLA (ug/L)	8/15/2009	10.083	7.118
9_N_LTB	CHLA (ug/L)	9/15/2009	6.083	5.632
9_N_LTB	CHLA (ug/L)	10/15/2009	6.15	4.942
9_N_LTB	CHLA (ug/L)	11/15/2009	2.6	3.926
9_N_LTB	CHLA (ug/L)	12/15/2009	4.467	3.098
9_N_LTB	CHLA (ug/L)	1/15/2010	1.85	2.217
9_N_LTB	CHLA (ug/L)	2/15/2010	1.583	1.901
9_N_LTB	CHLA (ug/L)	3/15/2010	1.633	2.863
9_N_LTB	CHLA (ug/L)	4/15/2010	3.15	3.517
9_N_LTB	CHLA (ug/L)	5/15/2010	6.4	3.768
9_N_LTB	CHLA (ug/L)	6/15/2010	4.3	4.814
9_N_LTB	CHLA (ug/L)	7/15/2010	3.867	5.303
9_N_LTB	CHLA (ug/L)	8/15/2010	12.867	5.411
9_N_LTB	CHLA (ug/L)	9/15/2010	4.583	5.091
9_N_LTB	CHLA (ug/L)	10/15/2010	5.1	4.066
9_N_LTB	CHLA (ug/L)	11/15/2010	4.433	2.61
9_N_LTB	CHLA (ug/L)	12/15/2010	1.55	1.72
9_N_LTB	CHLA (ug/L)	1/15/2011	1.55	1.984
9_N_LTB	CHLA (ug/L)	2/15/2011	1.892	2.507
9_N_LTB	CHLA (ug/L)	3/15/2011	1.858	3.086
9_N_LTB	CHLA (ug/L)	4/15/2011	1.825	3.737
9_N_LTB	CHLA (ug/L)	5/15/2011	1.858	3.792
9_N_LTB	CHLA (ug/L)	6/15/2011	7.517	4.423
9_N_LTB	CHLA (ug/L)	7/15/2011	7.9	4.935
9_N_LTB	CHLA (ug/L)	8/15/2011	4.567	4.862
9_N_LTB	CHLA (ug/L)	9/15/2011	10.6	4.354
9_N_LTB	CHLA (ug/L)	10/15/2011	3.825	3.527
9_N_LTB	CHLA (ug/L)	11/15/2011	3.692	2.956
9_N_LTB	CHLA (ug/L)	12/15/2011	1.55	2.373
9_N_LTB	CHLA (ug/L)	1/15/2012	1.55	2.232
9_N_LTB	CHLA (ug/L)	2/15/2012	1.55	2.886
9_N_LTB	CHLA (ug/L)	3/15/2012	2.3	2.784
9_N_LTB	CHLA (ug/L)	4/15/2012	1.55	3.069
9_N_LTB	CHLA (ug/L)	5/15/2012	2.6	3.404
9_N_LTB	CHLA (ug/L)	6/15/2012	2.958	3.6
9_N_LTB	CHLA (ug/L)	7/15/2012	6.9	4.521
9_N_LTB	CHLA (ug/L)	8/15/2012	7.283	5.305
9_N_LTB	CHLA (ug/L)	9/15/2012	9.383	4.979
9_N_LTB	CHLA (ug/L)	10/15/2012	4.75	3.574
9_N_LTB	CHLA (ug/L)	11/15/2012	4.383	2.584
9_N_LTB	CHLA (ug/L)	12/15/2012	1.825	2.431
9_N_LTB	CHLA (ug/L)	1/15/2013	1.925	2.187
9_N_LTB	CHLA (ug/L)	2/15/2013	1.55	2.044
9_N_LTB	CHLA (ug/L)	3/15/2013	1.55	2.52
9_N_LTB	CHLA (ug/L)	4/15/2013	2.583	3.53
9_N_LTB	CHLA (ug/L)	5/15/2013	4.992	3.629
9_N_LTB	CHLA (ug/L)	6/15/2013	5.833	3.945
9_N_LTB	CHLA (ug/L)	7/15/2013	4.575	4.854
9_N_LTB	CHLA (ug/L)	8/15/2013	5.233	5.361
9_N_LTB	CHLA (ug/L)	9/15/2013	3.342	4.883
9_N_LTB	CHLA (ug/L)	10/15/2013	1.908	3.958
9_N_LTB	CHLA (ug/L)	11/15/2013	3.475	3.112
